Year,Region,Average Median Sale Price,Average Median Sale to List Ratio
2012,"Concord, NH",,
2012,"Corpus Christi, TX",133890.34615384616,
2012,"Crestview, FL",186346.4563106796,
2012,"Dallas, TX",155202.57692307694,
2012,"Daphne, AL",153953.39423076922,
2012,"Davenport, IA",105397.125,
2012,"Dayton, OH",98897.18269230769,
2012,"Deltona, FL",107265.77884615384,
2012,"Denver, CO",229543.16346153847,
2012,"Des Moines, IA",130864.40384615384,
2012,"Detroit, MI",80556.52884615384,
2012,"Duluth, MN",116670.68269230769,
2012,"Durham, NC",172860.25,
2012,"El Paso, TX",126693.39423076923,
2012,"Eugene, OR",178350.4423076923,
2012,"Fayetteville, AR",121701.625,
2012,"Fayetteville, NC",117723.23076923077,
2012,"Flint, MI",67663.00961538461,
2012,"Fort Collins, CO",225815.28846153847,
2012,"Fresno, CA",146151.40384615384,
2012,"Grand Rapids, MI",106084.56730769231,
2012,"Greeley, CO",173441.8173076923,
2012,"Greensboro, NC",115314.13461538461,
2012,"Greenville, SC",132917.3076923077,
2012,"Harrisburg, PA",147264.15384615384,
2012,"Hartford, CT",206681.08653846153,
2012,"Hickory, NC",106652.47115384616,
2012,"Hilton Head Island, SC",,
2012,"Houston, TX",153789.75961538462,
2012,"Huntsville, AL",128459.98076923077,
2012,"Indianapolis, IN",120468.74038461539,
2012,"Jacksonville, FL",131096.125,
2012,"Jacksonville, NC",,
2012,"Kansas City, MO",137459.02884615384,
2012,"Killeen, TX",117366.29807692308,
2012,"Knoxville, TN",127411.45192307692,
2012,"Lake Havasu City, AZ",,
2012,"Lakeland, FL",98442.09615384616,
2012,"Lancaster, PA",160807.5,
2012,"Lansing, MI",79802.53846153847,
2012,"Las Vegas, NV",125657.73076923077,
2012,"Lexington, KY",139912.01923076922,
2012,"Lincoln, NE",131427.10869565216,
2012,"Little Rock, AR",157184.8173076923,
2012,"Los Angeles, CA",367419.5288461539,
2012,"Louisville, KY",131903.91346153847,
2012,"Lubbock, TX",120782.05769230769,
2012,"Madison, WI",185214.2427184466,
2012,"Memphis, TN",104444.26923076923,
2012,"Miami, FL",155106.1826923077,
2012,"Milwaukee, WI",157403.5673076923,
2012,"Minneapolis, MN",162719.84615384616,
2012,"Modesto, CA",141074.47115384616,
2012,"Myrtle Beach, SC",130911.81730769231,
2012,"Naples, FL",,
2012,"Nashville, TN",146752.23076923078,
2012,"New Haven, CT",183639.88461538462,
2012,"New Orleans, LA",,
2012,"New York, NY",341206.0961538461,
2012,"North Port, FL",149124.72115384616,
2012,"Ogden, UT",164034.41346153847,
2012,"Oklahoma City, OK",116328.03846153847,
2012,"Omaha, NE",126173.73076923077,
2012,"Orlando, FL",123886.85576923077,
2012,"Oxnard, CA",373235.01923076925,
2012,"Palm Bay, FL",109295.78846153847,
2012,"Panama City, FL",,
2012,"Pensacola, FL",120113.94230769231,
2012,"Peoria, IL",109041.96153846153,
2012,"Philadelphia, PA",192057.02884615384,
2012,"Phoenix, AZ",145240.5673076923,
2012,"Pittsburgh, PA",119315.82692307692,
2012,"Port St. Lucie, FL",113116.02884615384,
2012,"Portland, ME",207754.71153846153,
2012,"Portland, OR",222498.02884615384,
2012,"Poughkeepsie, NY",,
2012,"Prescott Valley, AZ",151634.875,
2012,"Providence, RI",187564.96153846153,
2012,"Provo, UT",185386.0,
2012,"Punta Gorda, FL",103566.43269230769,
2012,"Raleigh, NC",181843.11538461538,
2012,"Reading, PA",137713.9423076923,
2012,"Reno, NV",157680.17,
2012,"Richmond, VA",166607.20192307694,
2012,"Riverside, CA",183557.28846153847,
2012,"Rochester, MN",,
2012,"Rochester, NY",121320.41346153847,
2012,"Rockford, IL",81693.25,
2012,"Sacramento, CA",198349.49038461538,
2012,"Salisbury, MD",197742.8076923077,
2012,"Salt Lake City, UT",190340.71153846153,
2012,"San Antonio, TX",151379.59615384616,
2012,"San Diego, CA",348185.1826923077,
2012,"San Francisco, CA",404429.8461538461,
2012,"San Jose, CA",542585.9615384615,
2012,"San Luis Obispo, CA",362135.3846153846,
2012,"Santa Maria, CA",340363.07692307694,
2012,"Santa Rosa, CA",329476.0673076923,
2012,"Savannah, GA",142406.98076923078,
2012,"Scranton, PA",96745.93269230769,
2012,"Seattle, WA",266779.1826923077,
2012,"Sebastian, FL",121660.57692307692,
2012,"Spokane, WA",152141.36538461538,
2012,"Springfield, IL",,
2012,"Springfield, MA",166701.08653846153,
2012,"Springfield, MO",110826.04807692308,
2012,"St. Louis, MO",125518.22115384616,
2012,"Stockton, CA",163900.92307692306,
2012,"Tallahassee, FL",135023.5576923077,
2012,"Tampa, FL",111347.38461538461,
2012,"Toledo, OH",80702.80769230769,
2012,"Trenton, NJ",219005.48076923078,
2012,"Tucson, AZ",140666.73076923078,
2012,"Tulsa, OK",122828.34615384616,
2012,United States,156872.8173076923,
2012,"Urban Honolulu, HI",492189.10576923075,
2012,"Virginia Beach, VA",188592.84615384616,
2012,"Visalia, CA",121251.33653846153,
2012,"Washington, DC",317918.9038461539,
2012,"Wilmington, NC",,
2012,"Winston, NC",114587.05769230769,
2012,"Worcester, MA",179227.14423076922,
2012,"York, PA",136123.97115384616,
2012,"Youngstown, OH",72750.875,
2013,"Akron, OH",107866.90384615384,
2013,"Albany, NY",170152.75961538462,
2013,"Albuquerque, NM",165749.35576923078,
2013,"Allentown, PA",155431.29807692306,
2013,"Asheville, NC",178837.79807692306,
2013,"Atlanta, GA",138568.21153846153,
2013,"Augusta, GA",106061.19230769231,
2013,"Austin, TX",215972.10576923078,
2013,"Bakersfield, CA",156936.38461538462,
2013,"Baltimore, MD",237992.9423076923,
2013,"Barnstable Town, MA",339292.1346153846,
2013,"Baton Rouge, LA",158962.88461538462,
2013,"Bend, OR",,
2013,"Birmingham, AL",173796.15384615384,
2013,"Boise City, ID",156331.15384615384,
2013,"Boston, MA",333740.51923076925,
2013,"Boulder, CO",345756.78846153844,
2013,"Bremerton, WA",234927.25961538462,
2013,"Bridgeport, CT",406506.58653846156,
2013,"Buffalo, NY",124607.08653846153,
2013,"Canton, OH",94624.36538461539,
2013,"Cape Coral, FL",145657.52884615384,
2013,"Cedar Rapids, IA",128694.71153846153,
2013,"Charleston, SC",198970.28846153847,
2013,"Charlotte, NC",155941.53846153847,
2013,"Chattanooga, TN",121244.76923076923,
2013,"Chicago, IL",170489.35576923078,
2013,"Cincinnati, OH",127471.69230769231,
2013,"Clarksville, TN",121267.77884615384,
2013,"Cleveland, OH",105595.05769230769,
2013,"Colorado Springs, CO",193410.59615384616,
2013,"Columbia, MO",,
2013,"Columbia, SC",127916.40196078431,
2013,"Columbus, OH",134054.89,
2013,"Concord, NH",,
2013,"Corpus Christi, TX",143627.47115384616,
2013,"Crestview, FL",188703.0673076923,
2013,"Dallas, TX",171059.0673076923,
2013,"Daphne, AL",151901.85576923078,
2013,"Davenport, IA",110426.48076923077,
2013,"Dayton, OH",98107.48076923077,
2013,"Deltona, FL",125032.4705882353,
2013,"Denver, CO",251466.23076923078,
2013,"Des Moines, IA",141367.5576923077,
2013,"Detroit, MI",107298.82692307692,
2013,"Duluth, MN",122164.375,
2013,"Durham, NC",174376.92307692306,
2013,"El Paso, TX",128379.67307692308,
2013,"Eugene, OR",199802.01923076922,
2013,"Fayetteville, AR",127796.23076923077,
2013,"Fayetteville, NC",115821.38461538461,
2013,"Flint, MI",78609.01923076923,
2013,"Fort Collins, CO",236168.25,
2013,"Fresno, CA",174318.63461538462,
2013,"Grand Rapids, MI",119073.45192307692,
2013,"Greeley, CO",188381.41346153847,
2013,"Greensboro, NC",119585.375,
2013,"Greenville, SC",136747.8173076923,
2013,"Harrisburg, PA",148139.98076923078,
2013,"Hartford, CT",204922.53846153847,
2013,"Hickory, NC",109029.89423076923,
2013,"Hilton Head Island, SC",,
2013,"Houston, TX",170508.86538461538,
2013,"Huntsville, AL",129475.15384615384,
2013,"Indianapolis, IN",128106.43269230769,
2013,"Jacksonville, FL",146723.24038461538,
2013,"Jacksonville, NC",,
2013,"Kansas City, MO",145748.5,
2013,"Killeen, TX",113236.85576923077,
2013,"Knoxville, TN",128839.74038461539,
2013,"Lake Havasu City, AZ",,
2013,"Lakeland, FL",113103.02884615384,
2013,"Lancaster, PA",164770.5576923077,
2013,"Lansing, MI",91437.43269230769,
2013,"Las Vegas, NV",160148.01923076922,
2013,"Lexington, KY",138310.17307692306,
2013,"Lincoln, NE",133473.52884615384,
2013,"Little Rock, AR",168180.97115384616,
2013,"Los Angeles, CA",452768.08653846156,
2013,"Louisville, KY",131078.04807692306,
2013,"Lubbock, TX",122909.32692307692,
2013,"Madison, WI",199453.6826923077,
2013,"Memphis, TN",113498.85576923077,
2013,"Miami, FL",187578.28846153847,
2013,"Milwaukee, WI",164194.6826923077,
2013,"Minneapolis, MN",182051.72115384616,
2013,"Modesto, CA",178120.0,
2013,"Myrtle Beach, SC",140901.24038461538,
2013,"Naples, FL",,
2013,"Nashville, TN",157516.0,
2013,"New Haven, CT",184806.53846153847,
2013,"New Orleans, LA",,
2013,"New York, NY",350462.8076923077,
2013,"North Port, FL",169301.24038461538,
2013,"Ogden, UT",179873.66346153847,
2013,"Oklahoma City, OK",120848.49038461539,
2013,"Omaha, NE",129600.0,
2013,"Orlando, FL",146962.8173076923,
2013,"Oxnard, CA",447555.32692307694,
2013,"Palm Bay, FL",118483.53846153847,
2013,"Panama City, FL",,
2013,"Pensacola, FL",125491.6504854369,
2013,"Peoria, IL",108599.76923076923,
2013,"Philadelphia, PA",197341.26923076922,
2013,"Phoenix, AZ",177975.67307692306,
2013,"Pittsburgh, PA",121662.25,
2013,"Port St. Lucie, FL",126888.63461538461,
2013,"Portland, ME",215904.32692307694,
2013,"Portland, OR",249031.41346153847,
2013,"Poughkeepsie, NY",,
2013,"Prescott Valley, AZ",176165.5576923077,
2013,"Providence, RI",201496.85576923078,
2013,"Provo, UT",205323.95192307694,
2013,"Punta Gorda, FL",124087.59615384616,
2013,"Raleigh, NC",183623.15384615384,
2013,"Reading, PA",138424.46153846153,
2013,"Reno, NV",200619.97115384616,
2013,"Richmond, VA",174993.11538461538,
2013,"Riverside, CA",231246.5576923077,
2013,"Rochester, MN",,
2013,"Rochester, NY",122269.59615384616,
2013,"Rockford, IL",86127.625,
2013,"Sacramento, CA",257494.3076923077,
2013,"Salisbury, MD",199480.64423076922,
2013,"Salt Lake City, UT",221199.72115384616,
2013,"San Antonio, TX",161627.0576923077,
2013,"San Diego, CA",411518.04807692306,
2013,"San Francisco, CA",535634.6538461539,
2013,"San Jose, CA",669238.0,
2013,"San Luis Obispo, CA",412149.04807692306,
2013,"Santa Maria, CA",464721.1923076923,
2013,"Santa Rosa, CA",404722.0096153846,
2013,"Savannah, GA",155578.25961538462,
2013,"Scranton, PA",98876.78846153847,
2013,"Seattle, WA",301138.82692307694,
2013,"Sebastian, FL",132918.15384615384,
2013,"Spokane, WA",156609.52884615384,
2013,"Springfield, IL",,
2013,"Springfield, MA",176112.39423076922,
2013,"Springfield, MO",117450.36538461539,
2013,"St. Louis, MO",132837.54807692306,
2013,"Stockton, CA",202867.92307692306,
2013,"Tallahassee, FL",137940.9411764706,
2013,"Tampa, FL",129396.52884615384,
2013,"Toledo, OH",85066.75,
2013,"Trenton, NJ",227960.10576923078,
2013,"Tucson, AZ",158079.375,
2013,"Tulsa, OK",127914.10576923077,
2013,United States,170992.58653846153,
2013,"Urban Honolulu, HI",510238.33653846156,
2013,"Virginia Beach, VA",194088.40384615384,
2013,"Visalia, CA",142957.27884615384,
2013,"Washington, DC",347383.10576923075,
2013,"Wilmington, NC",,
2013,"Winston, NC",117548.69230769231,
2013,"Worcester, MA",195096.74038461538,
2013,"York, PA",137325.99038461538,
2013,"Youngstown, OH",73939.19230769231,
2014,"Akron, OH",110801.15384615384,
2014,"Albany, NY",170463.71153846153,
2014,"Albuquerque, NM",171584.57692307694,
2014,"Allentown, PA",155300.5,
2014,"Asheville, NC",183253.64423076922,
2014,"Atlanta, GA",157199.21153846153,
2014,"Augusta, GA",114418.27884615384,
2014,"Austin, TX",233535.97115384616,
2014,"Bakersfield, CA",172064.25961538462,
2014,"Baltimore, MD",244162.89423076922,
2014,"Barnstable Town, MA",334174.45192307694,
2014,"Baton Rouge, LA",163870.1923076923,
2014,"Bend, OR",,
2014,"Birmingham, AL",166994.09615384616,
2014,"Boise City, ID",166721.60576923078,
2014,"Boston, MA",352179.45192307694,
2014,"Boulder, CO",356506.375,
2014,"Bremerton, WA",229935.75961538462,
2014,"Bridgeport, CT",401452.1826923077,
2014,"Buffalo, NY",124952.73076923077,
2014,"Canton, OH",100615.77884615384,
2014,"Cape Coral, FL",156987.9326923077,
2014,"Cedar Rapids, IA",130404.80769230769,
2014,"Charleston, SC",206796.9223300971,
2014,"Charlotte, NC",163544.82692307694,
2014,"Chattanooga, TN",127140.79807692308,
2014,"Chicago, IL",187449.99038461538,
2014,"Cincinnati, OH",132006.34615384616,
2014,"Clarksville, TN",122881.95192307692,
2014,"Cleveland, OH",109086.25,
2014,"Colorado Springs, CO",202321.625,
2014,"Columbia, MO",,
2014,"Columbia, SC",127046.32692307692,
2014,"Columbus, OH",147199.33653846153,
2014,"Concord, NH",,
2014,"Corpus Christi, TX",157085.45192307694,
2014,"Crestview, FL",191421.17307692306,
2014,"Dallas, TX",182907.33653846153,
2014,"Daphne, AL",161570.88461538462,
2014,"Davenport, IA",110239.89423076923,
2014,"Dayton, OH",107339.67307692308,
2014,"Deltona, FL",127896.75961538461,
2014,"Denver, CO",266758.10576923075,
2014,"Des Moines, IA",142110.20192307694,
2014,"Detroit, MI",123688.58653846153,
2014,"Duluth, MN",125577.09615384616,
2014,"Durham, NC",180005.28846153847,
2014,"El Paso, TX",125819.60576923077,
2014,"Eugene, OR",209560.15384615384,
2014,"Fayetteville, AR",133167.0576923077,
2014,"Fayetteville, NC",113763.72115384616,
2014,"Flint, MI",94513.88461538461,
2014,"Fort Collins, CO",251338.47115384616,
2014,"Fresno, CA",193732.49038461538,
2014,"Grand Rapids, MI",128077.07692307692,
2014,"Greeley, CO",209686.34615384616,
2014,"Greensboro, NC",121453.23076923077,
2014,"Greenville, SC",138837.32692307694,
2014,"Harrisburg, PA",149112.6826923077,
2014,"Hartford, CT",203875.53846153847,
2014,"Hickory, NC",109475.17307692308,
2014,"Hilton Head Island, SC",,
2014,"Houston, TX",192881.92156862744,
2014,"Huntsville, AL",133340.97115384616,
2014,"Indianapolis, IN",131911.70192307694,
2014,"Jacksonville, FL",148525.70192307694,
2014,"Jacksonville, NC",,
2014,"Kansas City, MO",153269.74038461538,
2014,"Killeen, TX",114809.03846153847,
2014,"Knoxville, TN",134917.42307692306,
2014,"Lake Havasu City, AZ",,
2014,"Lakeland, FL",120568.98076923077,
2014,"Lancaster, PA",166073.14423076922,
2014,"Lansing, MI",105087.63461538461,
2014,"Las Vegas, NV",183056.1826923077,
2014,"Lexington, KY",139559.9423076923,
2014,"Lincoln, NE",135112.5673076923,
2014,"Little Rock, AR",168688.36538461538,
2014,"Los Angeles, CA",502078.8076923077,
2014,"Louisville, KY",135106.17307692306,
2014,"Lubbock, TX",130159.09615384616,
2014,"Madison, WI",198030.75,
2014,"Memphis, TN",125504.5,
2014,"Miami, FL",207336.95192307694,
2014,"Milwaukee, WI",172480.58653846153,
2014,"Minneapolis, MN",195854.34615384616,
2014,"Modesto, CA",213879.53846153847,
2014,"Myrtle Beach, SC",150004.125,
2014,"Naples, FL",,
2014,"Nashville, TN",167874.66346153847,
2014,"New Haven, CT",179234.09615384616,
2014,"New Orleans, LA",,
2014,"New York, NY",356968.03846153844,
2014,"North Port, FL",182364.72115384616,
2014,"Ogden, UT",185903.96153846153,
2014,"Oklahoma City, OK",126962.84615384616,
2014,"Omaha, NE",135923.63461538462,
2014,"Orlando, FL",161327.64423076922,
2014,"Oxnard, CA",489287.29807692306,
2014,"Palm Bay, FL",125818.64423076923,
2014,"Panama City, FL",,
2014,"Pensacola, FL",121978.41346153847,
2014,"Peoria, IL",109219.95192307692,
2014,"Philadelphia, PA",196727.32692307694,
2014,"Phoenix, AZ",190298.42307692306,
2014,"Pittsburgh, PA",124875.85576923077,
2014,"Port St. Lucie, FL",139867.23076923078,
2014,"Portland, ME",215377.0576923077,
2014,"Portland, OR",267674.0096153846,
2014,"Poughkeepsie, NY",,
2014,"Prescott Valley, AZ",195991.17307692306,
2014,"Providence, RI",209088.76923076922,
2014,"Provo, UT",220062.10576923078,
2014,"Punta Gorda, FL",128932.86538461539,
2014,"Raleigh, NC",191616.23076923078,
2014,"Reading, PA",136831.22115384616,
2014,"Reno, NV",229424.33663366336,
2014,"Richmond, VA",183342.72115384616,
2014,"Riverside, CA",262458.71153846156,
2014,"Rochester, MN",,
2014,"Rochester, NY",121708.50961538461,
2014,"Rockford, IL",83488.27884615384,
2014,"Sacramento, CA",287980.82692307694,
2014,"Salisbury, MD",195035.25,
2014,"Salt Lake City, UT",231268.48076923078,
2014,"San Antonio, TX",170964.90384615384,
2014,"San Diego, CA",447403.92307692306,
2014,"San Francisco, CA",606953.0961538461,
2014,"San Jose, CA",732877.4423076923,
2014,"San Luis Obispo, CA",441696.2596153846,
2014,"Santa Maria, CA",520009.0961538461,
2014,"Santa Rosa, CA",452500.03846153844,
2014,"Savannah, GA",158466.57692307694,
2014,"Scranton, PA",99192.50961538461,
2014,"Seattle, WA",312819.01923076925,
2014,"Sebastian, FL",145267.6923076923,
2014,"Spokane, WA",158524.34615384616,
2014,"Springfield, IL",,
2014,"Springfield, MA",177151.76923076922,
2014,"Springfield, MO",119636.11538461539,
2014,"St. Louis, MO",139196.4326923077,
2014,"Stockton, CA",242653.70192307694,
2014,"Tallahassee, FL",132661.11538461538,
2014,"Tampa, FL",136098.84615384616,
2014,"Toledo, OH",89722.85576923077,
2014,"Trenton, NJ",227456.88461538462,
2014,"Tucson, AZ",161379.38461538462,
2014,"Tulsa, OK",130197.01923076923,
2014,United States,178736.03846153847,
2014,"Urban Honolulu, HI",545205.1057692308,
2014,"Virginia Beach, VA",193944.625,
2014,"Visalia, CA",161887.36538461538,
2014,"Washington, DC",358273.60576923075,
2014,"Wilmington, NC",,
2014,"Winston, NC",119339.38461538461,
2014,"Worcester, MA",203210.64423076922,
2014,"York, PA",139155.48076923078,
2014,"Youngstown, OH",78303.94230769231,
2015,"Akron, OH",108707.19230769231,
2015,"Albany, NY",168373.3173076923,
2015,"Albuquerque, NM",173250.08653846153,
2015,"Allentown, PA",157085.28846153847,
2015,"Asheville, NC",197325.53846153847,
2015,"Atlanta, GA",174992.86138613863,
2015,"Augusta, GA",122230.08653846153,
2015,"Austin, TX",256102.4423076923,
2015,"Bakersfield, CA",183759.46153846153,
2015,"Baltimore, MD",242219.96153846153,
2015,"Barnstable Town, MA",339156.4038461539,
2015,"Baton Rouge, LA",170581.89423076922,
2015,"Bend, OR",,
2015,"Birmingham, AL",162574.28846153847,
2015,"Boise City, ID",181651.28846153847,
2015,"Boston, MA",367232.10576923075,
2015,"Boulder, CO",394006.0961538461,
2015,"Bremerton, WA",249894.33653846153,
2015,"Bridgeport, CT",399703.14423076925,
2015,"Buffalo, NY",124668.13461538461,
2015,"Canton, OH",101248.54807692308,
2015,"Cape Coral, FL",178226.67307692306,
2015,"Cedar Rapids, IA",135245.17307692306,
2015,"Charleston, SC",217523.77884615384,
2015,"Charlotte, NC",175655.38461538462,
2015,"Chattanooga, TN",134862.49038461538,
2015,"Chicago, IL",198484.60576923078,
2015,"Cincinnati, OH",138265.67307692306,
2015,"Clarksville, TN",129757.84615384616,
2015,"Cleveland, OH",112151.69230769231,
2015,"Colorado Springs, CO",217197.75,
2015,"Columbia, MO",,
2015,"Columbia, SC",132917.625,
2015,"Columbus, OH",152343.33333333334,
2015,"Concord, NH",,
2015,"Corpus Christi, TX",167346.50961538462,
2015,"Crestview, FL",208890.34615384616,
2015,"Dallas, TX",202815.67307692306,
2015,"Daphne, AL",178334.96153846153,
2015,"Davenport, IA",117288.21153846153,
2015,"Dayton, OH",108323.93269230769,
2015,"Deltona, FL",141045.85576923078,
2015,"Denver, CO",303893.85576923075,
2015,"Des Moines, IA",152736.88461538462,
2015,"Detroit, MI",136445.25,
2015,"Duluth, MN",131805.125,
2015,"Durham, NC",191622.33653846153,
2015,"El Paso, TX",129145.14423076923,
2015,"Eugene, OR",215622.61538461538,
2015,"Fayetteville, AR",146248.72115384616,
2015,"Fayetteville, NC",118531.00961538461,
2015,"Flint, MI",105764.69230769231,
2015,"Fort Collins, CO",285156.29807692306,
2015,"Fresno, CA",209952.00961538462,
2015,"Grand Rapids, MI",138718.10576923078,
2015,"Greeley, CO",239872.8173076923,
2015,"Greensboro, NC",129457.14423076923,
2015,"Greenville, SC",146591.0,
2015,"Harrisburg, PA",153366.17307692306,
2015,"Hartford, CT",202549.67307692306,
2015,"Hickory, NC",117597.70192307692,
2015,"Hilton Head Island, SC",,
2015,"Houston, TX",197017.00961538462,
2015,"Huntsville, AL",137953.61538461538,
2015,"Indianapolis, IN",140398.25,
2015,"Jacksonville, FL",160335.5576923077,
2015,"Jacksonville, NC",,
2015,"Kansas City, MO",161798.625,
2015,"Killeen, TX",123478.25,
2015,"Knoxville, TN",142536.50961538462,
2015,"Lake Havasu City, AZ",,
2015,"Lakeland, FL",125579.18269230769,
2015,"Lancaster, PA",169268.89423076922,
2015,"Lansing, MI",109994.35576923077,
2015,"Las Vegas, NV",200711.0673076923,
2015,"Lexington, KY",147443.17307692306,
2015,"Lincoln, NE",144148.71153846153,
2015,"Little Rock, AR",171433.45192307694,
2015,"Los Angeles, CA",532862.4807692308,
2015,"Louisville, KY",146821.41346153847,
2015,"Lubbock, TX",130057.29807692308,
2015,"Madison, WI",211145.04807692306,
2015,"Memphis, TN",128987.23076923077,
2015,"Miami, FL",227843.9326923077,
2015,"Milwaukee, WI",183414.88461538462,
2015,"Minneapolis, MN",211947.66346153847,
2015,"Modesto, CA",241599.28846153847,
2015,"Myrtle Beach, SC",158863.17307692306,
2015,"Naples, FL",,
2015,"Nashville, TN",184048.42307692306,
2015,"New Haven, CT",180797.46153846153,
2015,"New Orleans, LA",,
2015,"New York, NY",362818.04807692306,
2015,"North Port, FL",205497.5,
2015,"Ogden, UT",197170.04807692306,
2015,"Oklahoma City, OK",137691.41346153847,
2015,"Omaha, NE",144584.8076923077,
2015,"Orlando, FL",173536.13461538462,
2015,"Oxnard, CA",517951.8173076923,
2015,"Palm Bay, FL",144565.09615384616,
2015,"Panama City, FL",,
2015,"Pensacola, FL",132618.375,
2015,"Peoria, IL",111850.81730769231,
2015,"Philadelphia, PA",196664.92307692306,
2015,"Phoenix, AZ",207965.24038461538,
2015,"Pittsburgh, PA",131177.60576923078,
2015,"Port St. Lucie, FL",157956.4423076923,
2015,"Portland, ME",223695.5576923077,
2015,"Portland, OR",287116.53846153844,
2015,"Poughkeepsie, NY",,
2015,"Prescott Valley, AZ",217733.39423076922,
2015,"Providence, RI",221046.99038461538,
2015,"Provo, UT",233318.24038461538,
2015,"Punta Gorda, FL",148098.92307692306,
2015,"Raleigh, NC",205049.09615384616,
2015,"Reading, PA",140155.5,
2015,"Reno, NV",272908.41346153844,
2015,"Richmond, VA",191707.21153846153,
2015,"Riverside, CA",282793.83653846156,
2015,"Rochester, MN",,
2015,"Rochester, NY",123984.32692307692,
2015,"Rockford, IL",89721.51923076923,
2015,"Sacramento, CA",309453.8461538461,
2015,"Salisbury, MD",197018.36538461538,
2015,"Salt Lake City, UT",246732.64423076922,
2015,"San Antonio, TX",181180.17307692306,
2015,"San Diego, CA",472354.6346153846,
2015,"San Francisco, CA",652880.5865384615,
2015,"San Jose, CA",810115.5673076923,
2015,"San Luis Obispo, CA",482280.0961538461,
2015,"Santa Maria, CA",495486.91346153844,
2015,"Santa Rosa, CA",488675.9711538461,
2015,"Savannah, GA",177841.77884615384,
2015,"Scranton, PA",100290.28846153847,
2015,"Seattle, WA",340676.5096153846,
2015,"Sebastian, FL",167523.5576923077,
2015,"Spokane, WA",169873.0673076923,
2015,"Springfield, IL",119658.85869565218,
2015,"Springfield, MA",182983.64423076922,
2015,"Springfield, MO",125738.32692307692,
2015,"St. Louis, MO",147805.9326923077,
2015,"Stockton, CA",267398.48076923075,
2015,"Tallahassee, FL",137976.92307692306,
2015,"Tampa, FL",149620.25,
2015,"Toledo, OH",96114.69230769231,
2015,"Trenton, NJ",226678.16346153847,
2015,"Tucson, AZ",166253.79807692306,
2015,"Tulsa, OK",137253.85576923078,
2015,United States,191140.49038461538,
2015,"Urban Honolulu, HI",526884.4615384615,
2015,"Virginia Beach, VA",203307.22115384616,
2015,"Visalia, CA",177488.66346153847,
2015,"Washington, DC",360750.85576923075,
2015,"Wilmington, NC",,
2015,"Winston, NC",129058.76923076923,
2015,"Worcester, MA",212033.46153846153,
2015,"York, PA",143855.40384615384,
2015,"Youngstown, OH",80318.82524271845,
2016,"Akron, OH",117563.83018867925,
2016,"Albany, NY",169395.94339622642,
2016,"Albuquerque, NM",179408.09433962265,
2016,"Allentown, PA",160429.93396226416,
2016,"Asheville, NC",218073.78301886792,
2016,"Atlanta, GA",182537.9245283019,
2016,"Augusta, GA",134953.18867924527,
2016,"Austin, TX",275954.92452830187,
2016,"Bakersfield, CA",194493.01886792452,
2016,"Baltimore, MD",248303.2358490566,
2016,"Barnstable Town, MA",349070.92452830187,
2016,"Baton Rouge, LA",174740.45283018867,
2016,"Bend, OR",,
2016,"Birmingham, AL",154773.59433962265,
2016,"Boise City, ID",199182.24528301886,
2016,"Boston, MA",380530.77358490566,
2016,"Boulder, CO",451409.320754717,
2016,"Bremerton, WA",276724.5188679245,
2016,"Bridgeport, CT",387246.5283018868,
2016,"Buffalo, NY",130415.2075471698,
2016,"Canton, OH",109093.14150943396,
2016,"Cape Coral, FL",192699.69811320756,
2016,"Cedar Rapids, IA",136330.6603773585,
2016,"Charleston, SC",229204.68867924527,
2016,"Charlotte, NC",185278.3396226415,
2016,"Chattanooga, TN",144440.30188679244,
2016,"Chicago, IL",206891.48113207548,
2016,"Cincinnati, OH",145655.8962264151,
2016,"Clarksville, TN",136854.71698113208,
2016,"Cleveland, OH",119165.18867924529,
2016,"Colorado Springs, CO",236420.820754717,
2016,"Columbia, MO",,
2016,"Columbia, SC",140675.43396226416,
2016,"Columbus, OH",158165.51886792452,
2016,"Concord, NH",,
2016,"Corpus Christi, TX",173214.37735849057,
2016,"Crestview, FL",231503.84905660377,
2016,"Dallas, TX",221374.69811320756,
2016,"Daphne, AL",188286.3396226415,
2016,"Davenport, IA",117869.74528301887,
2016,"Dayton, OH",112789.05660377358,
2016,"Deltona, FL",158024.320754717,
2016,"Denver, CO",340555.641509434,
2016,"Des Moines, IA",158178.56603773584,
2016,"Detroit, MI",148686.95283018867,
2016,"Duluth, MN",138473.55660377358,
2016,"Durham, NC",200601.56603773584,
2016,"El Paso, TX",130067.2075471698,
2016,"Eugene, OR",232068.45283018867,
2016,"Fayetteville, AR",157281.93396226416,
2016,"Fayetteville, NC",129230.8396226415,
2016,"Flint, MI",111537.17924528301,
2016,"Fort Collins, CO",319717.3113207547,
2016,"Fresno, CA",223567.31132075473,
2016,"Grand Rapids, MI",150905.14150943398,
2016,"Greeley, CO",266163.3301886792,
2016,"Greensboro, NC",135177.51886792452,
2016,"Greenville, SC",157351.29245283018,
2016,"Harrisburg, PA",156739.81132075473,
2016,"Hartford, CT",210787.3962264151,
2016,"Hickory, NC",122591.04716981133,
2016,"Hilton Head Island, SC",,
2016,"Houston, TX",202606.40566037735,
2016,"Huntsville, AL",149301.6037735849,
2016,"Indianapolis, IN",144468.11320754717,
2016,"Jacksonville, FL",175181.33018867925,
2016,"Jacksonville, NC",,
2016,"Kansas City, MO",170455.05660377358,
2016,"Killeen, TX",130971.09433962264,
