Year,Region,Average Median Sale Price,Average Median Sale to List Ratio
2016,"Knoxville, TN",148928.56603773584,
2016,"Lake Havasu City, AZ",,
2016,"Lakeland, FL",144047.48113207548,
2016,"Lancaster, PA",174689.71698113208,
2016,"Lansing, MI",119550.05660377358,
2016,"Las Vegas, NV",211752.84905660377,
2016,"Lexington, KY",156047.37735849057,
2016,"Lincoln, NE",150723.2641509434,
2016,"Little Rock, AR",148214.0849056604,
2016,"Los Angeles, CA",568698.1320754717,
2016,"Louisville, KY",154687.81132075473,
2016,"Lubbock, TX",144654.75471698114,
2016,"Madison, WI",222243.44339622642,
2016,"Memphis, TN",135883.70754716982,
2016,"Miami, FL",247111.9150943396,
2016,"Milwaukee, WI",188252.69811320756,
2016,"Minneapolis, MN",222686.79245283018,
2016,"Modesto, CA",259987.01886792452,
2016,"Myrtle Beach, SC",168268.3679245283,
2016,"Naples, FL",,
2016,"Nashville, TN",206428.679245283,
2016,"New Haven, CT",188310.4716981132,
2016,"New Orleans, LA",,
2016,"New York, NY",363471.91509433964,
2016,"North Port, FL",228039.19811320756,
2016,"Ogden, UT",216153.40566037735,
2016,"Oklahoma City, OK",142287.20754716982,
2016,"Omaha, NE",151892.30188679244,
2016,"Orlando, FL",193731.12264150943,
2016,"Oxnard, CA",545392.7075471698,
2016,"Palm Bay, FL",164162.1320754717,
2016,"Panama City, FL",,
2016,"Pensacola, FL",148784.46226415093,
2016,"Peoria, IL",111412.1603773585,
2016,"Philadelphia, PA",199032.25471698114,
2016,"Phoenix, AZ",224267.65094339623,
2016,"Pittsburgh, PA",134475.5754716981,
2016,"Port St. Lucie, FL",179061.679245283,
2016,"Portland, ME",238988.81132075473,
2016,"Portland, OR",322213.358490566,
2016,"Poughkeepsie, NY",,
2016,"Prescott Valley, AZ",237804.59433962265,
2016,"Providence, RI",236658.4150943396,
2016,"Provo, UT",253029.03773584907,
2016,"Punta Gorda, FL",167050.5849056604,
2016,"Raleigh, NC",218899.4245283019,
2016,"Reading, PA",142746.8679245283,
2016,"Reno, NV",288915.9528301887,
2016,"Richmond, VA",201255.61320754717,
2016,"Riverside, CA",303749.1603773585,
2016,"Rochester, MN",,
2016,"Rochester, NY",126174.66981132075,
2016,"Rockford, IL",102552.5,
2016,"Sacramento, CA",336412.19811320753,
2016,"Salisbury, MD",212673.90566037735,
2016,"Salt Lake City, UT",265146.9905660377,
2016,"San Antonio, TX",191383.5,
2016,"San Diego, CA",505918.4811320755,
2016,"San Francisco, CA",685513.141509434,
2016,"San Jose, CA",856927.4433962264,
2016,"San Luis Obispo, CA",507772.8113207547,
2016,"Santa Maria, CA",521061.71698113205,
2016,"Santa Rosa, CA",541963.8301886793,
2016,"Savannah, GA",179819.16981132075,
2016,"Scranton, PA",100499.60377358491,
2016,"Seattle, WA",368862.37735849054,
2016,"Sebastian, FL",180779.62264150943,
2016,"Spokane, WA",183340.50943396226,
2016,"Springfield, IL",122595.3396226415,
2016,"Springfield, MA",185841.5283018868,
2016,"Springfield, MO",131404.35849056602,
2016,"St. Louis, MO",154830.64150943398,
2016,"Stockton, CA",298266.2075471698,
2016,"Tallahassee, FL",149062.0754716981,
2016,"Tampa, FL",169792.24528301886,
2016,"Toledo, OH",100940.1320754717,
2016,"Trenton, NJ",217128.55660377358,
2016,"Tucson, AZ",174372.5283018868,
2016,"Tulsa, OK",139857.46226415093,
2016,United States,201483.21698113208,
2016,"Urban Honolulu, HI",565117.4245283019,
2016,"Virginia Beach, VA",209171.19811320756,
2016,"Visalia, CA",190998.54716981133,
2016,"Washington, DC",362255.07547169813,
2016,"Wilmington, NC",,
2016,"Winston, NC",135346.93396226416,
2016,"Worcester, MA",219844.69811320756,
2016,"York, PA",150982.72641509434,
2016,"Youngstown, OH",83326.08490566038,
2017,"Akron, OH",125724.39423076923,
2017,"Albany, NY",172354.29807692306,
2017,"Albuquerque, NM",187933.9326923077,
2017,"Allentown, PA",164599.79807692306,
2017,"Asheville, NC",236609.97115384616,
2017,"Atlanta, GA",196491.91346153847,
2017,"Augusta, GA",139039.3173076923,
2017,"Austin, TX",292515.23076923075,
2017,"Bakersfield, CA",204052.92307692306,
2017,"Baltimore, MD",248271.96153846153,
2017,"Barnstable Town, MA",373162.21153846156,
2017,"Baton Rouge, LA",172695.25,
2017,"Bend, OR",,
2017,"Birmingham, AL",164086.29411764705,
2017,"Boise City, ID",220116.8076923077,
2017,"Boston, MA",405664.85576923075,
2017,"Boulder, CO",485338.14423076925,
2017,"Bremerton, WA",303763.26923076925,
2017,"Bridgeport, CT",406676.25,
2017,"Buffalo, NY",137077.82692307694,
2017,"Canton, OH",115985.47115384616,
2017,"Cape Coral, FL",209741.08653846153,
2017,"Cedar Rapids, IA",140133.90384615384,
2017,"Charleston, SC",239286.47115384616,
2017,"Charlotte, NC",200227.58653846153,
2017,"Chattanooga, TN",155489.28846153847,
2017,"Chicago, IL",220478.75961538462,
2017,"Cincinnati, OH",153617.07692307694,
2017,"Clarksville, TN",143042.72115384616,
2017,"Cleveland, OH",128730.63461538461,
2017,"Colorado Springs, CO",257435.71153846153,
2017,"Columbia, MO",,
2017,"Columbia, SC",143822.36538461538,
2017,"Columbus, OH",169017.84615384616,
2017,"Concord, NH",,
2017,"Corpus Christi, TX",174086.27884615384,
2017,"Crestview, FL",243896.02884615384,
2017,"Dallas, TX",241254.5673076923,
2017,"Daphne, AL",200213.85576923078,
2017,"Davenport, IA",119748.57692307692,
2017,"Dayton, OH",117390.05769230769,
2017,"Deltona, FL",173174.53846153847,
2017,"Denver, CO",371097.3173076923,
2017,"Des Moines, IA",166942.01923076922,
2017,"Detroit, MI",156684.57692307694,
2017,"Duluth, MN",143222.25,
2017,"Durham, NC",215796.99038461538,
2017,"El Paso, TX",135966.49038461538,
2017,"Eugene, OR",256100.96153846153,
2017,"Fayetteville, AR",166661.10576923078,
2017,"Fayetteville, NC",133888.23076923078,
2017,"Flint, MI",119407.85576923077,
2017,"Fort Collins, CO",350334.14423076925,
2017,"Fresno, CA",241494.13461538462,
2017,"Grand Rapids, MI",166106.79807692306,
2017,"Greeley, CO",298976.5288461539,
2017,"Greensboro, NC",139812.03846153847,
2017,"Greenville, SC",165962.73076923078,
2017,"Harrisburg, PA",159836.88461538462,
2017,"Hartford, CT",212562.84615384616,
2017,"Hickory, NC",129413.32692307692,
2017,"Hilton Head Island, SC",,
2017,"Houston, TX",213746.75961538462,
2017,"Huntsville, AL",158277.16346153847,
2017,"Indianapolis, IN",151128.10576923078,
2017,"Jacksonville, FL",190186.54807692306,
2017,"Jacksonville, NC",,
2017,"Kansas City, MO",181281.86538461538,
2017,"Killeen, TX",141829.58653846153,
2017,"Knoxville, TN",160374.625,
2017,"Lake Havasu City, AZ",163173.48837209304,
2017,"Lakeland, FL",159764.1826923077,
2017,"Lancaster, PA",182821.17307692306,
2017,"Lansing, MI",124889.07692307692,
2017,"Las Vegas, NV",236872.42307692306,
2017,"Lexington, KY",163687.01923076922,
2017,"Lincoln, NE",156415.91346153847,
2017,"Little Rock, AR",150322.53846153847,
2017,"Los Angeles, CA",608413.5,
2017,"Louisville, KY",159717.60576923078,
2017,"Lubbock, TX",146383.29807692306,
2017,"Madison, WI",240712.78846153847,
2017,"Memphis, TN",145015.5,
2017,"Miami, FL",266705.0576923077,
2017,"Milwaukee, WI",199681.22115384616,
2017,"Minneapolis, MN",234729.46153846153,
2017,"Modesto, CA",280602.2596153846,
2017,"Myrtle Beach, SC",179019.29807692306,
2017,"Naples, FL",332787.1,
2017,"Nashville, TN",233564.5576923077,
2017,"New Haven, CT",192543.9423076923,
2017,"New Orleans, LA",,
2017,"New York, NY",371862.83653846156,
2017,"North Port, FL",242616.76923076922,
2017,"Ogden, UT",242283.20192307694,
2017,"Oklahoma City, OK",147576.35576923078,
2017,"Omaha, NE",158662.17307692306,
2017,"Orlando, FL",214357.02884615384,
2017,"Oxnard, CA",577832.9519230769,
2017,"Palm Bay, FL",182187.00961538462,
2017,"Panama City, FL",,
2017,"Pensacola, FL",162473.34615384616,
2017,"Peoria, IL",114916.01923076923,
2017,"Philadelphia, PA",203723.1923076923,
2017,"Phoenix, AZ",237287.83653846153,
2017,"Pittsburgh, PA",140483.72115384616,
2017,"Port St. Lucie, FL",200119.38461538462,
2017,"Portland, ME",257459.73076923078,
2017,"Portland, OR",354553.73076923075,
2017,"Poughkeepsie, NY",,
2017,"Prescott Valley, AZ",269702.1826923077,
2017,"Providence, RI",251160.98076923078,
2017,"Provo, UT",273041.6826923077,
2017,"Punta Gorda, FL",179228.5576923077,
2017,"Raleigh, NC",235534.01923076922,
2017,"Reading, PA",149356.36538461538,
2017,"Reno, NV",318294.28846153844,
2017,"Richmond, VA",211791.25961538462,
2017,"Riverside, CA",328053.96153846156,
2017,"Rochester, MN",,
2017,"Rochester, NY",131323.35576923078,
2017,"Rockford, IL",109906.58653846153,
2017,"Sacramento, CA",362844.3846153846,
2017,"Salisbury, MD",232381.01923076922,
2017,"Salt Lake City, UT",293125.16346153844,
2017,"San Antonio, TX",199166.23076923078,
2017,"San Diego, CA",546218.7980769231,
2017,"San Francisco, CA",762855.5673076923,
2017,"San Jose, CA",981328.1923076923,
2017,"San Luis Obispo, CA",555677.9423076923,
2017,"Santa Maria, CA",571222.4423076923,
2017,"Santa Rosa, CA",589805.9519230769,
2017,"Savannah, GA",186732.46153846153,
2017,"Scranton, PA",103566.30769230769,
2017,"Seattle, WA",409322.2596153846,
2017,"Sebastian, FL",195966.51923076922,
2017,"Spokane, WA",197616.73076923078,
2017,"Springfield, IL",124380.16346153847,
2017,"Springfield, MA",192734.4423076923,
2017,"Springfield, MO",136292.38461538462,
2017,"St. Louis, MO",160302.32692307694,
2017,"Stockton, CA",325650.3461538461,
2017,"Tallahassee, FL",157006.25,
2017,"Tampa, FL",187004.64423076922,
2017,"Toledo, OH",106262.75,
2017,"Trenton, NJ",217909.88461538462,
2017,"Tucson, AZ",185882.25961538462,
2017,"Tulsa, OK",147657.74038461538,
2017,United States,214311.36538461538,
2017,"Urban Honolulu, HI",579602.4230769231,
2017,"Virginia Beach, VA",218645.97115384616,
2017,"Visalia, CA",203251.0,
2017,"Washington, DC",375154.1538461539,
2017,"Wilmington, NC",,
2017,"Winston, NC",141281.1826923077,
2017,"Worcester, MA",234691.125,
2017,"York, PA",156615.42307692306,
2017,"Youngstown, OH",85214.49038461539,
2018,"Akron, OH",131611.5673076923,0.9796009684615385
2018,"Albany, NY",183890.98076923078,0.9866660707692307
2018,"Albuquerque, NM",198262.3076923077,0.9842867913461538
2018,"Allentown, PA",177554.96153846153,
2018,"Asheville, NC",252932.5576923077,
2018,"Atlanta, GA",214447.54807692306,0.9884793846153846
2018,"Augusta, GA",151846.18367346938,
2018,"Austin, TX",308974.51923076925,0.9893624440384615
2018,"Bakersfield, CA",219254.46153846153,0.9944890203846154
2018,"Baltimore, MD",263540.1826923077,0.9938178928846154
2018,"Barnstable Town, MA",393439.32692307694,0.9739038551923076
2018,"Baton Rouge, LA",184277.88461538462,
2018,"Bend, OR",,
2018,"Birmingham, AL",179067.25,0.984640934423077
2018,"Boise City, ID",255500.75,
2018,"Boston, MA",433785.6346153846,0.9961735726923078
2018,"Boulder, CO",535484.7403846154,
2018,"Bremerton, WA",332930.39423076925,1.0023684898076923
2018,"Bridgeport, CT",416072.7596153846,0.9718122735999999
2018,"Buffalo, NY",147119.84615384616,0.9923938571153846
2018,"Canton, OH",124770.78846153847,0.9802394929411765
2018,"Cape Coral, FL",223753.5576923077,0.9662944394230769
2018,"Cedar Rapids, IA",147484.38461538462,
2018,"Charleston, SC",251626.20192307694,0.9846539925000001
2018,"Charlotte, NC",214710.51923076922,0.9870087596153846
2018,"Chattanooga, TN",163059.16346153847,0.9850455932692307
2018,"Chicago, IL",231443.99038461538,0.9768199421153846
2018,"Cincinnati, OH",164517.65384615384,0.9810405732692308
2018,"Clarksville, TN",156438.5576923077,
2018,"Cleveland, OH",134594.73076923078,0.9777986505769231
2018,"Colorado Springs, CO",283489.04807692306,0.9993508263461539
2018,"Columbia, MO",,
2018,"Columbia, SC",153371.27722772278,
2018,"Columbus, OH",180193.46601941748,0.9936745411538462
2018,"Concord, NH",,
2018,"Corpus Christi, TX",182172.4423076923,0.9775160978846155
2018,"Crestview, FL",262825.21153846156,
2018,"Dallas, TX",251879.29807692306,0.9931211732692307
2018,"Daphne, AL",219900.35576923078,
2018,"Davenport, IA",128834.92307692308,
2018,"Dayton, OH",126923.60576923077,0.9859599834615385
2018,"Deltona, FL",190338.50961538462,
2018,"Denver, CO",401080.6153846154,0.9983805769230769
2018,"Des Moines, IA",179105.63461538462,0.987395271923077
2018,"Detroit, MI",164287.25961538462,0.9848180028846154
2018,"Duluth, MN",149754.22115384616,
2018,"Durham, NC",238419.625,0.9952779869230769
2018,"El Paso, TX",142702.60576923078,
2018,"Eugene, OR",280294.1923076923,
2018,"Fayetteville, AR",179881.27884615384,
2018,"Fayetteville, NC",142391.78846153847,0.9883433271153846
2018,"Flint, MI",130764.59615384616,0.9878189076923077
2018,"Fort Collins, CO",376009.54807692306,
2018,"Fresno, CA",256936.0576923077,
2018,"Grand Rapids, MI",180496.51923076922,0.9954578646153845
2018,"Greeley, CO",324070.42307692306,
2018,"Greensboro, NC",147420.14423076922,0.9819298807692308
2018,"Greenville, SC",178516.63461538462,0.9857785305769231
2018,"Harrisburg, PA",165486.625,0.9904103386538462
2018,"Hartford, CT",222921.35576923078,0.9823303996
2018,"Hickory, NC",141809.6826923077,
2018,"Hilton Head Island, SC",,
2018,"Houston, TX",220530.73076923078,0.9794819034615384
2018,"Huntsville, AL",174741.40384615384,
2018,"Indianapolis, IN",163472.41346153847,0.98703289
2018,"Jacksonville, FL",210071.65384615384,0.9792878603846155
2018,"Jacksonville, NC",146766.2142857143,0.9959228078571429
2018,"Kansas City, MO",194916.21153846153,0.9954288071153846
2018,"Killeen, TX",150604.375,0.9905660667307692
2018,"Knoxville, TN",171646.375,0.9819720998076923
2018,"Lake Havasu City, AZ",188105.73076923078,0.9800092497959184
2018,"Lakeland, FL",175694.375,0.9833088644230769
2018,"Lancaster, PA",194640.3076923077,
2018,"Lansing, MI",134292.45192307694,0.9930353607692308
2018,"Las Vegas, NV",268329.5096153846,0.9931955523076923
2018,"Lexington, KY",175885.25,0.9821619211538462
2018,"Lincoln, NE",172139.64423076922,
2018,"Little Rock, AR",151046.40384615384,
2018,"Los Angeles, CA",645837.8173076923,0.9977045336538463
2018,"Louisville, KY",169322.54807692306,0.9882693748076924
2018,"Lubbock, TX",155748.01923076922,
2018,"Madison, WI",254127.25,
2018,"Memphis, TN",153156.22115384616,
2018,"Miami, FL",283760.3076923077,0.9656377192307691
2018,"Milwaukee, WI",207269.8173076923,
2018,"Minneapolis, MN",250580.125,0.9989138065384615
2018,"Modesto, CA",303474.8173076923,0.9973224207692308
2018,"Myrtle Beach, SC",191722.0,0.9682931703846154
2018,"Naples, FL",351974.1923076923,0.9582264771153847
2018,"Nashville, TN",254861.42307692306,0.9907720046153846
2018,"New Haven, CT",209063.46153846153,0.9739448376
2018,"New Orleans, LA",,
2018,"New York, NY",392752.82692307694,0.9801476288461538
2018,"North Port, FL",255030.59615384616,0.9677542473076923
2018,"Ogden, UT",270294.16346153844,
2018,"Oklahoma City, OK",150516.5576923077,0.9870807543243243
2018,"Omaha, NE",171544.92307692306,
2018,"Orlando, FL",234134.89423076922,0.9816721926923078
2018,"Oxnard, CA",606902.9326923077,0.9917017386538463
2018,"Palm Bay, FL",200116.65384615384,0.9737130692307693
2018,"Panama City, FL",216467.5,
2018,"Pensacola, FL",179688.89423076922,
2018,"Peoria, IL",118522.35576923077,0.964216308076923
2018,"Philadelphia, PA",213796.86538461538,0.9840191142307693
2018,"Phoenix, AZ",257524.33653846153,0.9885892923076922
2018,"Pittsburgh, PA",150530.95192307694,0.9750930896153847
2018,"Port St. Lucie, FL",213657.33653846153,0.9686463182692309
2018,"Portland, ME",276604.26923076925,
2018,"Portland, OR",381758.5576923077,0.9990554046153846
2018,"Poughkeepsie, NY",,
2018,"Prescott Valley, AZ",294282.3846153846,0.983055155576923
2018,"Providence, RI",267447.41346153844,0.9888617698076924
2018,"Provo, UT",303043.5961538461,
2018,"Punta Gorda, FL",194102.04807692306,0.9676072851923077
2018,"Raleigh, NC",251983.72115384616,0.9968756163461538
2018,"Reading, PA",152067.20192307694,
2018,"Reno, NV",354902.83653846156,0.992970955
2018,"Richmond, VA",223558.45192307694,0.9961721829411764
2018,"Riverside, CA",350115.78846153844,0.9973671101923076
2018,"Rochester, MN",,
2018,"Rochester, NY",138786.4423076923,0.992493011923077
2018,"Rockford, IL",116711.73076923077,0.9765371386956522
2018,"Sacramento, CA",389518.08653846156,0.9979256036538462
2018,"Salisbury, MD",232187.61538461538,0.9715993330434783
2018,"Salt Lake City, UT",317408.5288461539,
2018,"San Antonio, TX",210195.29807692306,0.9886526065384615
2018,"San Diego, CA",580263.9807692308,0.9901133942307693
2018,"San Francisco, CA",878954.6923076923,1.0282336230769231
2018,"San Jose, CA",1166514.826923077,1.041802946153846
2018,"San Luis Obispo, CA",585427.9326923077,
2018,"Santa Maria, CA",573957.9903846154,0.9880966232608696
2018,"Santa Rosa, CA",632561.9423076923,0.9960768190384616
2018,"Savannah, GA",199783.76923076922,
2018,"Scranton, PA",112871.45192307692,
2018,"Seattle, WA",446418.33653846156,1.0065660946153847
2018,"Sebastian, FL",215246.8076923077,
2018,"Spokane, WA",224089.98076923078,0.9994752868181819
2018,"Springfield, IL",126875.08653846153,
2018,"Springfield, MA",206287.59615384616,0.9878855261538462
2018,"Springfield, MO",144242.34615384616,0.9871554123076923
2018,"St. Louis, MO",169441.72115384616,0.984081875
2018,"Stockton, CA",352549.3173076923,0.9990043642307692
2018,"Tallahassee, FL",167460.57692307694,
2018,"Tampa, FL",204249.36538461538,0.977347719423077
2018,"Toledo, OH",111408.25961538461,0.9735396480769231
2018,"Trenton, NJ",226008.32692307694,0.9792913687878787
2018,"Tucson, AZ",198976.97115384616,0.987321705
2018,"Tulsa, OK",151551.1923076923,0.9816503155769231
2018,United States,227093.98076923078,0.9868746096153846
2018,"Urban Honolulu, HI",589828.7692307692,
2018,"Virginia Beach, VA",227330.00961538462,
2018,"Visalia, CA",218332.9423076923,
2018,"Washington, DC",393195.96153846156,0.9986362292307693
2018,"Wilmington, NC",,
2018,"Winston, NC",151294.72115384616,0.9817417267307692
2018,"Worcester, MA",253614.11538461538,0.9925208942307692
2018,"York, PA",166128.53846153847,
2018,"Youngstown, OH",95764.21153846153,
2019,"Akron, OH",137233.52884615384,0.9820570628846154
2019,"Albany, NY",191722.1826923077,0.9849666834615385
2019,"Albuquerque, NM",212859.60576923078,0.9890368071153847
2019,"Allentown, PA",185528.54807692306,
2019,"Asheville, NC",268557.33653846156,
2019,"Atlanta, GA",226921.09615384616,0.9876245451923077
2019,"Augusta, GA",161912.50961538462,0.9894158479999999
2019,"Austin, TX",322822.20192307694,0.9909813509615385
2019,"Bakersfield, CA",233278.6923076923,0.9944245559615384
2019,"Baltimore, MD",272396.0288461539,0.9948030478846154
2019,"Barnstable Town, MA",400975.01923076925,0.9710836
2019,"Baton Rouge, LA",189557.11538461538,0.9866197814285714
2019,"Bend, OR",,
2019,"Birmingham, AL",185529.36538461538,0.9866085667307692
2019,"Boise City, ID",285942.03846153844,
2019,"Boston, MA",449909.8846153846,0.9943838817307692
2019,"Boulder, CO",548348.6442307692,
2019,"Bremerton, WA",355862.625,1.0006631992307693
2019,"Bridgeport, CT",402377.0096153846,0.9715168388461539
2019,"Buffalo, NY",157376.57692307694,0.9923942532692307
2019,"Canton, OH",126662.5,0.984714274423077
2019,"Cape Coral, FL",234795.46153846153,0.9674106521153847
2019,"Cedar Rapids, IA",155298.09615384616,
2019,"Charleston, SC",259187.51923076922,0.984798361923077
2019,"Charlotte, NC",230941.10576923078,0.9861241913461539
2019,"Chattanooga, TN",180350.98076923078,0.9848828221153846
2019,"Chicago, IL",235398.61538461538,0.9768937317307693
2019,"Cincinnati, OH",170269.04807692306,0.9823000213461538
2019,"Clarksville, TN",168028.08653846153,
2019,"Cleveland, OH",139444.49038461538,0.9788057853846154
2019,"Colorado Springs, CO",305193.4038461539,0.9988078025
2019,"Columbia, MO",,
2019,"Columbia, SC",161103.02884615384,
2019,"Columbus, OH",188645.00961538462,0.9940536513461539
2019,"Concord, NH",,
2019,"Corpus Christi, TX",193197.27884615384,0.978722768076923
2019,"Crestview, FL",271611.9423076923,
2019,"Dallas, TX",259715.52884615384,0.9884650859615385
2019,"Daphne, AL",236505.1923076923,
2019,"Davenport, IA",132643.76923076922,0.9786088599999999
2019,"Dayton, OH",129303.81730769231,0.9876135140384614
2019,"Deltona, FL",208426.1826923077,0.9726987497826087
2019,"Denver, CO",411571.9903846154,0.9968946236538462
2019,"Des Moines, IA",190150.16346153847,0.985385554423077
2019,"Detroit, MI",171857.73076923078,0.9814989832692308
2019,"Duluth, MN",159504.96153846153,
2019,"Durham, NC",249974.52884615384,0.9945319928846155
2019,"El Paso, TX",148321.16346153847,
2019,"Eugene, OR",297361.6346153846,
2019,"Fayetteville, AR",197199.82692307694,
2019,"Fayetteville, NC",149846.32692307694,0.9900937707692308
2019,"Flint, MI",135972.17307692306,0.9873637913461538
2019,"Fort Collins, CO",388603.73076923075,
2019,"Fresno, CA",266093.41346153844,0.996986706
2019,"Grand Rapids, MI",194470.27884615384,0.9956805861538461
2019,"Greeley, CO",342027.20192307694,
2019,"Greensboro, NC",156179.32692307694,0.9870414076923077
2019,"Greenville, SC",190836.79807692306,0.9849108273076923
2019,"Harrisburg, PA",173231.79807692306,0.9942617384615384
2019,"Hartford, CT",224466.12621359224,0.9834248213461538
2019,"Hickory, NC",156813.1923076923,
2019,"Hilton Head Island, SC",303617.59375,0.967269520625
2019,"Houston, TX",228448.36538461538,0.9804320463461539
2019,"Huntsville, AL",187164.61538461538,
2019,"Indianapolis, IN",176255.92307692306,0.9862729713461539
2019,"Jacksonville, FL",219442.1826923077,0.9804102848076923
2019,"Jacksonville, NC",163716.67307692306,0.9977347878846154
2019,"Kansas City, MO",206248.53846153847,0.9946842878846154
2019,"Killeen, TX",159108.8173076923,0.9958103946153846
2019,"Knoxville, TN",185000.49038461538,0.9860352409615385
2019,"Lake Havasu City, AZ",215016.15384615384,0.9804398886538461
2019,"Lakeland, FL",185130.6923076923,0.9859186588461538
2019,"Lancaster, PA",206991.61538461538,
2019,"Lansing, MI",145879.49038461538,0.9912320257692309
2019,"Las Vegas, NV",283435.57692307694,0.9870737378846154
2019,"Lexington, KY",184074.40384615384,0.9830246992307692
2019,"Lincoln, NE",180354.125,
2019,"Little Rock, AR",156166.04807692306,
2019,"Los Angeles, CA",656953.1826923077,0.9942969378846154
2019,"Louisville, KY",179843.33653846153,0.9867231025
2019,"Lubbock, TX",164177.92307692306,
2019,"Madison, WI",265588.29807692306,
2019,"Memphis, TN",160313.13461538462,
2019,"Miami, FL",296011.16346153844,0.9664728240384615
2019,"Milwaukee, WI",219686.26923076922,
2019,"Minneapolis, MN",266947.5961538461,0.9991842176923077
2019,"Modesto, CA",318382.26923076925,0.9979509528846153
2019,"Myrtle Beach, SC",194939.92307692306,0.9688865565384616
2019,"Naples, FL",349326.96153846156,0.9580457653846154
2019,"Nashville, TN",273326.10576923075,0.9902240755769232
2019,"New Haven, CT",209505.53846153847,0.9773771157692307
2019,"New Orleans, LA",,
2019,"New York, NY",401200.16346153844,0.9786889840384615
2019,"North Port, FL",263968.0961538461,0.9691896234615385
2019,"Ogden, UT",291092.51923076925,
2019,"Oklahoma City, OK",164313.75961538462,0.9888214826923077
2019,"Omaha, NE",181404.04807692306,
2019,"Orlando, FL",246679.46153846153,0.9807029465384616
2019,"Oxnard, CA",608524.1538461539,0.9906244771153846
2019,"Palm Bay, FL",214164.15384615384,0.9746811275
2019,"Panama City, FL",205288.46153846153,
2019,"Pensacola, FL",192982.65384615384,
2019,"Peoria, IL",117046.91346153847,0.96454088
2019,"Philadelphia, PA",225810.40384615384,0.9856775792307692
2019,"Phoenix, AZ",273814.03846153844,0.9914206173076923
2019,"Pittsburgh, PA",156249.5673076923,0.9780431861538462
2019,"Port St. Lucie, FL",229738.23076923078,0.9691867317307692
2019,"Portland, ME",292165.3076923077,
2019,"Portland, OR",391908.45192307694,0.9984538192307693
2019,"Poughkeepsie, NY",,
2019,"Prescott Valley, AZ",310868.82692307694,0.9823397034615385
2019,"Providence, RI",283406.3173076923,0.9883376617307692
2019,"Provo, UT",324462.4326923077,
2019,"Punta Gorda, FL",209544.89423076922,0.9684822975
2019,"Raleigh, NC",262817.2596153846,0.9944254896153846
2019,"Reading, PA",162999.74038461538,
2019,"Reno, NV",366417.6346153846,0.9905134628846154
2019,"Richmond, VA",237691.36538461538,0.9972281551923078
2019,"Riverside, CA",364876.8076923077,0.9952906551923076
2019,"Rochester, MN",,
2019,"Rochester, NY",146044.10576923078,0.9946799673076924
2019,"Rockford, IL",123839.00961538461,0.9819109009615385
2019,"Sacramento, CA",402947.73076923075,0.9982610125
2019,"Salisbury, MD",242965.75961538462,0.9730205463461539
2019,"Salt Lake City, UT",339747.35576923075,
2019,"San Antonio, TX",218341.28846153847,0.9901212028846154
2019,"San Diego, CA",591404.8557692308,0.9887974246153846
2019,"San Francisco, CA",883373.9615384615,1.0069714953846154
2019,"San Jose, CA",1106774.076923077,0.9963929901923076
2019,"San Luis Obispo, CA",593022.875,
2019,"Santa Maria, CA",590413.0288461539,0.986625411153846
2019,"Santa Rosa, CA",624822.9230769231,0.9931168307692307
2019,"Savannah, GA",207451.26,0.984203541875
2019,"Scranton, PA",119326.36538461539,
2019,"Seattle, WA",468909.0576923077,0.9989869142307692
2019,"Sebastian, FL",225371.53846153847,
2019,"Spokane, WA",247948.36538461538,0.9996381509615385
2019,"Springfield, IL",131963.32692307694,
2019,"Springfield, MA",214913.125,0.9907634046153846
2019,"Springfield, MO",153192.39423076922,0.9882633617307692
2019,"St. Louis, MO",176465.26923076922,0.9856700640384616
2019,"Stockton, CA",363204.9903846154,0.9981237423076923
2019,"Tallahassee, FL",176799.03846153847,
2019,"Tampa, FL",217097.8173076923,0.9773491271153846
2019,"Toledo, OH",118014.26923076923,0.9770394559615384
2019,"Trenton, NJ",231160.64423076922,0.9794692417307692
2019,"Tucson, AZ",214680.99038461538,0.9914148567307692
2019,"Tulsa, OK",160301.28846153847,0.9853325284615385
2019,United States,238614.67307692306,0.9861125503846153
2019,"Urban Honolulu, HI",610341.2884615385,
2019,"Virginia Beach, VA",233182.125,
2019,"Visalia, CA",227212.1923076923,0.9950054065909092
2019,"Washington, DC",404719.17307692306,0.9992227988461538
2019,"Wilmington, NC",258810.65625,0.980335093125
2019,"Winston, NC",160449.78846153847,0.9842410915384616
2019,"Worcester, MA",266445.03846153844,0.9951399144230769
2019,"York, PA",171394.27884615384,
2019,"Youngstown, OH",99205.57692307692,
2020,"Akron, OH",149876.125,0.991371705
2020,"Albany, NY",206779.11538461538,0.9926267521153846
2020,"Albuquerque, NM",234586.32692307694,0.9968506461538461
2020,"Allentown, PA",209254.48076923078,0.9980737982142857
2020,"Asheville, NC",295430.85576923075,
2020,"Atlanta, GA",253552.6923076923,0.9941441375
2020,"Augusta, GA",175924.02884615384,0.9977985446153846
2020,"Austin, TX",355424.5961538461,0.9977626926923077
2020,"Bakersfield, CA",253333.86538461538,0.99835522
2020,"Baltimore, MD",293757.9326923077,0.9981059005769232
2020,"Barnstable Town, MA",454113.35576923075,0.9821372913461539
2020,"Baton Rouge, LA",202436.66346153847,0.9877855675
2020,"Bend, OR",,
2020,"Birmingham, AL",202062.8173076923,0.9957771948076922
2020,"Boise City, ID",334168.66346153844,
